Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Area_under_ROC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_area_under_ROC,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Summary,measureTreeSize,measureNumLeaves,measureNumRules,measureOutOfBagError
iris,2,1,"weka,classifiers,trees,J48","-C 0,25 -M 2'",-217733168393644444,"2,02E+07",135,15,14,1,0,"93,33333333","6,666666667",0,"0,9","0,05271765272","0,206549666","11,86147186","43,81580084","23,77443751","5,764327611","18,0101099","1,584962501","0,3842885074","1,200673993","21,33278338","1,422185559","1345,948776",1,5,0,0,1,10,0,0,1,1,1,1,"0,9333333333","0,03333333333","0,9666666667","0,06666666667","0,9444444444","0,9333333333","0,9326599327","0,9666666667","0,001",0,0,0,4397,11019,2739,Number of leaves: 4\nSize of the tree: 7\n',7,4,4,?
iris,2,2,"weka,classifiers,trees,J48","-C 0,25 -M 2'",-217733168393644444,"2,02E+07",135,15,13,2,0,"86,66666667","13,33333333",0,"0,8","0,09198966408","0,2948591028","20,69767442","62,54906133","23,77443751","1079,562054","-1055,787617","1,584962501","71,97080361","-70,3858411","19,33274551","1,288849701","1219,760436",1,5,0,0,1,10,0,0,1,1,1,1,"0,8666666667","0,06666666667","0,9333333333","0,1333333333","0,9047619048","0,8666666667","0,8611111111","0,8966666667",0,0,0,0,4397,11019,2739,Number of leaves: 4\nSize of the tree: 7\n',7,4,4,?
iris,2,3,"weka,classifiers,trees,J48","-C 0,25 -M 2'",-217733168393644444,"2,02E+07",135,15,14,1,0,"93,33333333","6,666666667",0,"0,9","0,06795491143","0,2110232077","15,28985507","44,76478234","23,77443751","4,912750761","18,86168675","1,584962501","0,3275167174","1,257445783","20,7276584","1,381843894","1307,769641",1,5,0,0,1,10,0,0,1,1,1,1,"0,9333333333","0,03333333333","0,9666666667","0,06666666667","0,9444444444","0,9333333333","0,9326599327","0,96","0,001",0,0,0,4397,11019,2739,Number of leaves: 4\nSize of the tree: 7\n',7,4,4,?
iris,2,4,"weka,classifiers,trees,J48","-C 0,25 -M 2'",-217733168393644444,"2,02E+07",135,15,15,0,0,100,0,0,1,"0,01058801286","0,01588652035","2,382302893","3,370039881","23,77443751","0,3478562083","23,4265813","1,584962501","0,02319041388","1,561772087","23,4265813","1,561772087","1478,052717",1,5,0,0,1,10,0,0,1,1,1,1,1,0,1,0,1,1,1,1,"0,001",0,0,0,4798,11019,2739,Number of leaves: 5\nSize of the tree: 9\n',9,5,5,?
iris,2,5,"weka,classifiers,trees,J48","-C 0,25 -M 2'",-217733168393644444,"2,02E+07",135,15,15,0,0,100,0,0,1,"0,01058801286","0,01588652035","2,382302893","3,370039881","23,77443751","0,3478562083","23,4265813","1,584962501","0,02319041388","1,561772087","23,4265813","1,561772087","1478,052717",1,5,0,0,1,10,0,0,1,1,1,1,1,0,1,0,1,1,1,1,"0,001",0,0,0,4798,11019,2739,Number of leaves: 5\nSize of the tree: 9\n',9,5,5,?
iris,2,6,"weka,classifiers,trees,J48","-C 0,25 -M 2'",-217733168393644444,"2,02E+07",135,15,13,2,0,"86,66666667","13,33333333",0,"0,8","0,09292929293","0,296637105","20,90909091","62,92623256","23,77443751","2148,132667","-2124,35823","1,584962501","143,2088445","-141,623882","19,30192005","1,28679467","1217,815566","0,8",4,0,0,1,10,"0,2",1,1,"0,8","0,8888888889","0,9","0,8666666667","0,06666666667","0,9333333333","0,1333333333","0,8777777778","0,8666666667","0,865993266","0,9","0,001",0,0,0,4798,11019,2739,Number of leaves: 5\nSize of the tree: 9\n',9,5,5,?
iris,2,7,"weka,classifiers,trees,J48","-C 0,25 -M 2'",-217733168393644444,"2,02E+07",135,15,15,0,0,100,0,0,1,"0,01058801286","0,01588652035","2,382302893","3,370039881","23,77443751","0,3478562083","23,4265813","1,584962501","0,02319041388","1,561772087","23,4265813","1,561772087","1478,052717",1,5,0,0,1,10,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,4798,11019,2739,Number of leaves: 5\nSize of the tree: 9\n',9,5,5,?
iris,2,8,"weka,classifiers,trees,J48","-C 0,25 -M 2'",-217733168393644444,"2,02E+07",135,15,14,1,0,"93,33333333","6,666666667",0,"0,9","0,04867724868","0,2110573986","10,95238095","44,77203533","23,77443751","1074,139062","-1050,364624","1,584962501","71,60927078","-70,02430828","21,46545084","1,431030056","1354,319161",1,5,0,0,1,10,0,0,1,1,1,1,"0,9333333333","0,03333333333","0,9666666667","0,06666666667","0,9444444444","0,9333333333","0,9326599327","0,95","0,001",0,0,0,4798,11019,2739,Number of leaves: 5\nSize of the tree: 9\n',9,5,5,?
iris,2,9,"weka,classifiers,trees,J48","-C 0,25 -M 2'",-217733168393644444,"2,02E+07",135,15,13,2,0,"86,66666667","13,33333333",0,"0,8","0,1005003024","0,280857658","22,61256804","59,57890637","23,77443751","8,516880863","15,25755665","1,584962501","0,5677920575","1,017170443","19,04727381","1,269818254","1201,749177",1,5,0,0,1,10,0,0,1,1,1,1,"0,8666666667","0,06666666667","0,9333333333","0,1333333333","0,9047619048","0,8666666667","0,8611111111","0,9333333333","0,001",0,0,0,3996,11019,2739,Number of leaves: 3\nSize of the tree: 5\n',5,3,3,?
iris,2,10,"weka,classifiers,trees,J48","-C 0,25 -M 2'",-217733168393644444,"2,02E+07",135,15,15,0,0,100,0,0,1,"0,01058801286","0,01588652035","2,382302893","3,370039881","23,77443751","0,3478562083","23,4265813","1,584962501","0,02319041388","1,561772087","23,4265813","1,561772087","1478,052717",1,5,0,0,1,10,0,0,1,1,1,1,1,0,1,0,1,1,1,1,"0,001",0,0,0,4798,11019,2739,Number of leaves: 5\nSize of the tree: 9\n',9,5,5,?
iris,3,1,"weka,classifiers,trees,J48","-C 0,25 -M 2'",-217733168393644444,"2,02E+07",135,15,15,0,0,100,0,0,1,"0,01058801286","0,01588652035","2,382302893","3,370039881","23,77443751","0,3478562083","23,4265813","1,584962501","0,02319041388","1,561772087","23,4265813","1,561772087","1478,052717",1,5,0,0,1,10,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,4798,11019,2739,Number of leaves: 5\nSize of the tree: 9\n',9,5,5,?
iris,3,2,"weka,classifiers,trees,J48","-C 0,25 -M 2'",-217733168393644444,"2,02E+07",135,15,14,1,0,"93,33333333","6,666666667",0,"0,9","0,05759396724","0,2119261776","12,95864263","44,95633118","23,77443751","1074,434641","-1050,660203","1,584962501","71,62897606","-70,04401356","21,16987161","1,411324774","1335,670188",1,5,0,0,1,10,0,0,1,1,1,1,"0,9333333333","0,03333333333","0,9666666667","0,06666666667","0,9444444444","0,9333333333","0,9326599327","0,9166666667","0,001",0,0,0,4397,11019,2739,Number of leaves: 4\nSize of the tree: 7\n',7,4,4,?
iris,3,3,"weka,classifiers,trees,J48","-C 0,25 -M 2'",-217733168393644444,"2,02E+07",135,15,14,1,0,"93,33333333","6,666666667",0,"0,9","0,04867724868","0,2061048614","10,95238095","43,72144355","23,77443751","5,566144514","18,208293","1,584962501","0,3710763009","1,2138862","21,46545084","1,431030056","1354,319161",1,5,0,0,1,10,0,0,1,1,1,1,"0,9333333333","0,03333333333","0,9666666667","0,06666666667","0,9444444444","0,9333333333","0,9326599327","0,9666666667","0,001",0,0,0,4397,11019,2739,Number of leaves: 4\nSize of the tree: 7\n',7,4,4,?
iris,3,4,"weka,classifiers,trees,J48","-C 0,25 -M 2'",-217733168393644444,"2,02E+07",135,15,15,0,0,100,0,0,1,"0,01058801286","0,01588652035","2,382302893","3,370039881","23,77443751","0,3478562083","23,4265813","1,584962501","0,02319041388","1,561772087","23,4265813","1,561772087","1478,052717",1,5,0,0,1,10,0,0,1,1,1,1,1,0,1,0,1,1,1,1,"0,001",0,0,0,4798,11019,2739,Number of leaves: 5\nSize of the tree: 9\n',9,5,5,?
iris,3,5,"weka,classifiers,trees,J48","-C 0,25 -M 2'",-217733168393644444,"2,02E+07",135,15,13,2,0,"86,66666667","13,33333333",0,"0,8","0,09198966408","0,2982633064","20,69767442","63,27120196","23,77443751","2148,101842","-2124,327404","1,584962501","143,2067895","-141,621827","19,33274551","1,288849701","1219,760436",1,5,0,0,1,10,0,0,1,1,1,1,"0,8666666667","0,06666666667","0,9333333333","0,1333333333","0,9047619048","0,8666666667","0,8611111111","0,9","0,001",0,0,0,4397,11019,2739,Number of leaves: 4\nSize of the tree: 7\n',7,4,4,?
iris,3,6,"weka,classifiers,trees,J48","-C 0,25 -M 2'",-217733168393644444,"2,02E+07",135,15,14,1,0,"93,33333333","6,666666667",0,"0,9","0,0550324573","0,2090150025","12,38230289","44,33877769","23,77443751","1074,347856","-1050,573419","1,584962501","71,62319041","-70,03822791","21,2566563","1,41711042","1341,145692","0,8",4,0,0,1,10,"0,2",1,1,"0,8","0,8888888889","0,9","0,9333333333","0,03333333333","0,9666666667","0,06666666667","0,9444444444","0,9333333333","0,9326599327","0,95","0,001",0,0,0,4798,11019,2739,Number of leaves: 5\nSize of the tree: 9\n',9,5,5,?
iris,3,7,"weka,classifiers,trees,J48","-C 0,25 -M 2'",-217733168393644444,"2,02E+07",135,15,13,2,0,"86,66666667","13,33333333",0,"0,8","0,09292929293","0,2982963564","20,90909091","63,27821293","23,77443751","2148,132667","-2124,35823","1,584962501","143,2088445","-141,623882","19,30192005","1,28679467","1217,815566",1,5,0,0,1,10,0,0,1,1,1,1,"0,8666666667","0,06666666667","0,9333333333","0,1333333333","0,8666666667","0,8666666667","0,8666666667","0,8733333333","0,001",0,0,0,4798,11019,2739,Number of leaves: 5\nSize of the tree: 9\n',9,5,5,?
iris,3,8,"weka,classifiers,trees,J48","-C 0,25 -M 2'",-217733168393644444,"2,02E+07",135,15,13,2,0,"86,66666667","13,33333333",0,"0,8","0,1031746032","0,2762429251","23,21428571","58,59997369","23,77443751","7,901875666","15,87256184","1,584962501","0,5267917111","1,05817079","18,95369861","1,263579907","1195,845239",1,5,0,0,1,10,0,0,1,1,1,1,"0,8666666667","0,06666666667","0,9333333333","0,1333333333","0,9047619048","0,8666666667","0,8611111111","0,9333333333",0,"0,001",0,0,3996,11019,2739,Number of leaves: 3\nSize of the tree: 5\n',5,3,3,?
iris,3,9,"weka,classifiers,trees,J48","-C 0,25 -M 2'",-217733168393644444,"2,02E+07",135,15,15,0,0,100,0,0,1,"0,009400762889","0,01486492981","2,11517165","3,153327801","23,77443751","0,3087983323","23,46563918","1,584962501","0,02058655548","1,564375945","23,46563918","1,564375945","1480,516994",1,5,0,0,1,10,0,0,1,1,1,1,1,0,1,0,1,1,1,1,"0,001",0,0,0,4798,11019,2739,Number of leaves: 5\nSize of the tree: 9\n',9,5,5,?
iris,3,10,"weka,classifiers,trees,J48","-C 0,25 -M 2'",-217733168393644444,"2,02E+07",135,15,15,0,0,100,0,0,1,"0,009400762889","0,01486492981","2,11517165","3,153327801","23,77443751","0,3087983323","23,46563918","1,584962501","0,02058655548","1,564375945","23,46563918","1,564375945","1480,516994",1,5,0,0,1,10,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,4798,11019,2739,Number of leaves: 5\nSize of the tree: 9\n',9,5,5,?
