Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Area_under_ROC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_area_under_ROC,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Summary,measureTreeSize,measureNumLeaves,measureNumRules,measureOutOfBagError
Glass,10,8,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",193,21,12,9,0,"57,14285714","42,85714286",0,"0,4056603774","0,1295238095","0,2610314444","61,81818182","81,40121692","44,43029426","1094,48379","-1050,053496","2,115728298","52,11827572","-50,00254742","20,81048648","0,9909755465","927,4265602","0,8571428571",6,"0,2142857143",3,"0,7857142857",11,"0,1428571429",1,"0,6666666667","0,8571428571","0,75","0,9183673469","0,5714285714","0,1451159951","0,8548840049","0,4285714286","0,5714285714","0,5714285714","0,5629251701","0,8716088145","0,119","0,001","0,11",0,614239,23256,4508,?,?,?,?,"0,207253886"
Glass,10,9,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",193,21,18,3,0,"85,71428571","14,28571429",0,"0,7993630573","0,1016326531","0,2158104484","48,50649351","67,29929863","44,43029426","18,78092899","25,64936527","2,115728298","0,8943299521","1,221398346","29,12211827","1,386767537","1297,837319","0,7142857143",5,0,0,1,14,"0,2857142857",2,1,"0,7142857143","0,8333333333","0,9285714286","0,8571428571","0,06098901099","0,939010989","0,1428571429","0,8523809524","0,8571428571","0,8386243386","0,9304029304","0,119","0,001","0,11","0,01",613677,23256,4508,?,?,?,?,"0,2124352332"
Glass,10,10,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",193,21,16,5,0,"76,19047619","23,80952381",0,"0,6546052632","0,09129251701","0,2036403392","43,57142857","63,50411715","44,43029426","15,41508846","29,0152058","2,115728298","0,7340518315","1,381676467","29,69465099","1,414030999","1323,352438","0,8571428571",6,"0,2142857143",3,"0,7857142857",11,"0,1428571429",1,"0,6666666667","0,8571428571","0,75","0,9387755102","0,7619047619","0,13003663","0,86996337","0,2380952381","0,6984126984","0,7619047619","0,7261904762","0,9492804814","0,119","0,001","0,11",0,626975,23256,4508,?,?,?,?,"0,2176165803"
"weather,symbolic",1,1,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",12,2,1,1,0,50,50,0,0,"0,5813333333","0,624689434","116,2666667","120,1307701","2,122856748","3,023347976","-0,9004912285","1,061428374","1,511673988","-0,4502456143","-0,3234131131","-0,1617065565","-34,39518692",1,1,1,1,0,0,0,0,"0,5",1,"0,6666666667",0,"0,5","0,5","0,5","0,5","0,25","0,5","0,3333333333",0,"0,007","0,001",0,0,50950,2911,2221,?,?,?,?,"0,25"
"weather,symbolic",1,2,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",12,2,1,1,0,50,50,0,0,"0,4529583333","0,5340755285","90,59166667","102,7052821","2,122856748","2,189751599","-0,06689485164","1,061428374","1,0948758","-0,03344742582","0,173568928","0,08678446402","18,45916409",1,1,1,1,0,0,0,0,"0,5",1,"0,6666666667",1,"0,5","0,5","0,5","0,5","0,25","0,5","0,3333333333",1,"0,008",0,"0,01",0,58788,2911,2221,?,?,?,?,"0,4166666667"
"weather,symbolic",1,3,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",12,2,1,1,0,50,50,0,0,"0,3676666667","0,4029253101","73,53333333","77,48446696","2,122856748","1,424008439","0,6988483085","1,061428374","0,7120042196","0,3494241543","0,5820998602","0,2910499301","61,90668432",0,0,0,0,1,1,1,1,0,0,0,1,"0,5","0,5","0,5","0,5","0,25","0,5","0,3333333333",1,"0,005",0,0,0,58902,2911,2221,?,?,?,?,"0,4166666667"
"weather,symbolic",1,4,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",12,2,1,1,0,50,50,0,0,"0,4132698413","0,4347805292","82,65396825","83,61037816","2,122856748","1,617011291","0,5058454565","1,061428374","0,8085056457","0,2529227282","0,5058454565","0,2529227282","53,79698078",1,1,1,1,0,0,0,0,"0,5",1,"0,6666666667",1,"0,5","0,5","0,5","0,5","0,25","0,5","0,3333333333",1,"0,005",0,0,0,58893,2911,2221,?,?,?,?,"0,5"
"weather,symbolic",1,5,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,1,0,0,100,0,0,1,"0,295","0,295","44,25","44,25","1,584962501","0,5043048374","1,080657663","1,584962501","0,5043048374","1,080657663","1,080657663","1,080657663","117,680776",0,0,0,0,1,1,0,0,0,0,0,NaN,1,0,0,0,1,1,1,0,"0,006",0,"0,01",0,61787,2980,2152,?,?,?,?,"0,3076923077"
"weather,symbolic",1,6,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,0,1,0,0,100,0,0,"0,6821666667","0,6821666667","170,5416667","170,5416667","0,7369655942","1,653657657","-0,9166920629","0,7369655942","1,653657657","-0,9166920629","-0,7701242609","-0,7701242609","-79,31652397",0,0,0,0,0,0,1,1,0,0,0,NaN,0,0,0,1,0,0,0,0,"0,005",0,0,0,58828,2980,2152,?,?,?,?,"0,2307692308"
"weather,symbolic",1,7,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,1,0,0,100,0,0,1,"0,2723095238","0,2723095238","68,07738095","68,07738095","0,7369655942","0,4586031656","0,2783624285","0,7369655942","0,4586031656","0,2783624285","0,2783624285","0,2783624285","28,66906206",1,1,0,0,0,0,0,0,1,1,1,NaN,1,0,0,0,1,1,1,0,"0,005","0,001",0,0,64913,2980,2152,?,?,?,?,"0,3846153846"
"weather,symbolic",1,8,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,1,0,0,100,0,0,1,"0,3978333333","0,3978333333","99,45833333","99,45833333","0,7369655942","0,731765246","0,005200348215","0,7369655942","0,731765246","0,005200348215","0,005200348215","0,005200348215","0,5355934942",1,1,0,0,0,0,0,0,1,1,1,NaN,1,0,0,0,1,1,1,0,"0,007","0,001",0,0,65768,2980,2152,?,?,?,?,"0,4615384615"
"weather,symbolic",1,9,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,1,0,0,100,0,0,1,"0,13","0,13","32,5","32,5","0,7369655942","0,2009126939","0,5360529002","0,7369655942","0,2009126939","0,5360529002","0,5360529002","0,5360529002","55,20908101",1,1,0,0,0,0,0,0,1,1,1,NaN,1,0,0,0,1,1,1,0,"0,008",0,0,0,61801,2980,2152,?,?,?,?,"0,3846153846"
"weather,symbolic",1,10,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,1,0,0,100,0,0,1,"0,34","0,34",85,85,"0,7369655942","0,5994620704","0,1375035237","0,7369655942","0,5994620704","0,1375035237","0,1375035237","0,1375035237","14,16174258",1,1,0,0,0,0,0,0,1,1,1,NaN,1,0,0,0,1,1,1,0,"0,005",0,"0,01",0,61031,2980,2152,?,?,?,?,"0,4615384615"
"weather,symbolic",2,1,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",12,2,1,1,0,50,50,0,0,"0,675797619","0,7220258114","135,1595238","138,8490217","2,122856748","4,626349933","-2,503493185","1,061428374","2,313174966","-1,251746593","-0,7720898461","-0,3860449231","-82,1122382",1,1,1,1,0,0,0,0,"0,5",1,"0,6666666667",0,"0,5","0,5","0,5","0,5","0,25","0,5","0,3333333333",0,"0,005",0,0,0,51846,2911,2221,?,?,?,?,"0,3333333333"
"weather,symbolic",2,2,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",12,2,2,0,0,100,0,0,1,"0,30275","0,306237222","60,55","58,89088451","2,122856748","1,046820036","1,076036712","1,061428374","0,5234100179","0,538018356","1,076036712","0,538018356","114,4371776",1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,"0,005",0,0,0,58445,2911,2221,?,?,?,?,"0,3333333333"
"weather,symbolic",2,3,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",12,2,2,0,0,100,0,0,1,"0,2832142857","0,2833123181","56,64285714","54,48231571","2,122856748","0,9609283796","1,161928368","1,061428374","0,4804641898","0,5809641841","1,161928368","0,5809641841","123,5718089",1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,"0,006",0,"0,01",0,60787,2911,2221,?,?,?,?,"0,4166666667"
"weather,symbolic",2,4,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",12,2,1,1,0,50,50,0,0,"0,3709166667","0,4473486864","74,18333333","86,02729498","2,122856748","1,585521653","0,5373350944","1,061428374","0,7927608267","0,2686675472","0,5373350944","0,2686675472","57,14592348",1,1,1,1,0,0,0,0,"0,5",1,"0,6666666667",1,"0,5","0,5","0,5","0,5","0,25","0,5","0,3333333333",1,"0,005",0,0,0,61784,2911,2221,?,?,?,?,"0,3333333333"
"weather,symbolic",2,5,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,0,1,0,0,100,0,0,"0,6549285714","0,6549285714","98,23928571","98,23928571","1,584962501","1,535033069","0,04992943143","1,584962501","1,535033069","0,04992943143","0,04992943143","0,04992943143","5,437183703",0,0,1,1,0,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,0,"0,005",0,0,0,58697,2980,2152,?,?,?,?,"0,3076923077"
"weather,symbolic",2,6,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,1,0,0,100,0,0,1,"0,3695833333","0,3695833333","92,39583333","92,39583333","0,7369655942","0,6656224183","0,07134317589","0,7369655942","0,6656224183","0,07134317589","0,07134317589","0,07134317589","7,347765818",1,1,0,0,0,0,0,0,1,1,1,NaN,1,0,0,0,1,1,1,0,"0,007",0,"0,01",0,66120,2980,2152,?,?,?,?,"0,5384615385"
"weather,symbolic",2,7,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,0,1,0,0,100,0,0,"0,556","0,556",139,139,"0,7369655942","1,171368418","-0,4344028241","0,7369655942","1,171368418","-0,4344028241","-0,4750848829","-0,4750848829","-48,92987199",0,0,0,0,0,0,1,1,0,0,0,NaN,0,0,0,1,0,0,0,0,"0,005",0,0,0,61495,2980,2152,?,?,?,?,"0,1538461538"
"weather,symbolic",2,8,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,1,0,0,100,0,0,1,"0,42","0,42",105,105,"0,7369655942","0,7858751946","-0,04890960048","0,7369655942","0,7858751946","-0,04890960048","-0,07038932789","-0,07038932789","-7,249527246",1,1,0,0,0,0,0,0,1,1,1,NaN,1,0,0,0,1,1,1,0,"0,008",0,"0,01",0,64037,2980,2152,?,?,?,?,"0,4615384615"
"weather,symbolic",2,9,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,0,1,0,0,100,0,0,"0,6943333333","0,6943333333","173,5833333","173,5833333","0,7369655942","1,709968862","-0,9730032676","0,7369655942","1,709968862","-0,9730032676","-0,7956284335","-0,7956284335","-81,94324594",0,0,0,0,0,0,1,1,0,0,0,NaN,0,0,0,1,0,0,0,0,"0,007",0,0,0,59231,2980,2152,?,?,?,?,"0,2307692308"
"weather,symbolic",2,10,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,1,0,0,100,0,0,1,"0,1433333333","0,1433333333","35,83333333","35,83333333","0,7369655942","0,2231941413","0,5137714529","0,7369655942","0,2231941413","0,5137714529","0,5137714529","0,5137714529","52,91427348",1,1,0,0,0,0,0,0,1,1,1,NaN,1,0,0,0,1,1,1,0,"0,008",0,"0,01",0,66436,2980,2152,?,?,?,?,"0,3846153846"
"weather,symbolic",3,1,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",12,2,1,1,0,50,50,0,0,"0,3793333333","0,4652249157","75,86666667","89,4649795","2,122856748","1,677210393","0,4456463552","1,061428374","0,8386051963","0,2228231776","0,4563280318","0,2281640159","48,53077169",1,1,1,1,0,0,0,0,"0,5",1,"0,6666666667",1,"0,5","0,5","0,5","0,5","0,25","0,5","0,3333333333",1,"0,008",0,0,0,59261,2911,2221,?,?,?,?,"0,3333333333"
"weather,symbolic",3,2,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",12,2,1,1,0,50,50,0,0,"0,40125","0,5294471042","80,25","101,8152139","2,122856748","2,063777722","0,05907902606","1,061428374","1,031888861","0,02953951303","0,3385772238","0,1692886119","36,00789958",1,1,1,1,0,0,0,0,"0,5",1,"0,6666666667",1,"0,5","0,5","0,5","0,5","0,25","0,5","0,3333333333",1,"0,004",0,0,0,54556,2911,2221,?,?,?,?,"0,3333333333"
"weather,symbolic",3,3,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",12,2,0,2,0,0,100,0,-1,"0,6155","0,6162801717","123,1","118,5136287","2,122856748","2,767297498","-0,64444075","1,061428374","1,383648749","-0,322220375","-0,637801893","-0,3189009465","-67,83063037",0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,"0,007",0,"0,01",0,57338,2911,2221,?,?,?,?,"0,25"
"weather,symbolic",3,4,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",12,2,2,0,0,100,0,0,1,"0,3079166667","0,3161278969","61,58333333","60,79290868","2,122856748","1,077481927","1,045374821","1,061428374","0,5387409633","0,5226874106","1,008843167","0,5044215836","107,291102",1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,"0,007",0,"0,01",0,57390,2911,2221,?,?,?,?,"0,25"
"weather,symbolic",3,5,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,1,0,0,100,0,0,1,"0,3311071429","0,3311071429","82,77678571","82,77678571","0,7369655942","0,5801529555","0,1568126386","0,7369655942","0,5801529555","0,1568126386","0,1568126386","0,1568126386","16,15042408",1,1,0,0,0,0,0,0,1,1,1,NaN,1,0,0,0,1,1,1,0,"0,007",0,"0,01",0,65415,2980,2152,?,?,?,?,"0,3076923077"
"weather,symbolic",3,6,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,1,0,0,100,0,0,1,"0,4359102564","0,4359102564","108,9775641","108,9775641","0,7369655942","0,8260033891","-0,08903779496","0,7369655942","0,8260033891","-0,08903779496","-0,1240311489","-0,1240311489","-12,77419774",1,1,0,0,0,0,0,0,1,1,1,NaN,1,0,0,0,1,1,1,0,"0,006",0,"0,01",0,62670,2980,2152,?,?,?,?,"0,2307692308"
"weather,symbolic",3,7,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,1,0,0,100,0,0,1,"0,346297619","0,346297619","86,57440476","86,57440476","0,7369655942","0,613294143","0,1236714511","0,7369655942","0,613294143","0,1236714511","0,1236714511","0,1236714511","12,7371518",1,1,0,0,0,0,0,0,1,1,1,NaN,1,0,0,0,1,1,1,0,"0,006",0,"0,01",0,65057,2980,2152,?,?,?,?,"0,4615384615"
"weather,symbolic",3,8,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,1,0,0,100,0,0,1,"0,2627808858","0,2627808858","65,69522145","65,69522145","0,7369655942","0,439834618","0,2971309762","0,7369655942","0,439834618","0,2971309762","0,2971309762","0,2971309762","30,60206954",1,1,0,0,0,0,0,0,1,1,1,NaN,1,0,0,0,1,1,1,0,"0,005",0,0,0,66229,2980,2152,?,?,?,?,"0,3846153846"
"weather,symbolic",3,9,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,1,0,0,100,0,0,1,"0,1941510989","0,1941510989","48,53777473","48,53777473","0,7369655942","0,3114187401","0,4255468541","0,7369655942","0,3114187401","0,4255468541","0,4255468541","0,4255468541","43,82785865",1,1,0,0,0,0,0,0,1,1,1,NaN,1,0,0,0,1,1,1,0,"0,007",0,"0,01",0,66015,2980,2152,?,?,?,?,"0,4615384615"
"weather,symbolic",3,10,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,1,0,0,100,0,0,1,"0,2762564103","0,2762564103","41,43846154","41,43846154","1,584962501","0,4664494298","1,118513071","1,584962501","0,4664494298","1,118513071","1,118513071","1,118513071","121,8031303",0,0,0,0,1,1,0,0,0,0,0,NaN,1,0,0,0,1,1,1,0,"0,005",0,"0,01",0,62553,2980,2152,?,?,?,?,"0,4615384615"
"weather,symbolic",4,1,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",12,2,1,1,0,50,50,0,0,"0,5290833333","0,5316734717","105,8166667","102,2433551","2,122856748","2,190898414","-0,06804166593","1,061428374","1,095449207","-0,03402083297","-0,1877531184","-0,0938765592","-19,96766161",1,1,1,1,0,0,0,0,"0,5",1,"0,6666666667",0,"0,5","0,5","0,5","0,5","0,25","0,5","0,3333333333",0,"0,006",0,"0,01",0,57495,2911,2221,?,?,?,?,"0,3333333333"
"weather,symbolic",4,2,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",12,2,2,0,0,100,0,0,1,"0,3495","0,3607776323","69,9","69,37926665","2,122856748","1,268330148","0,8545265996","1,061428374","0,6341650741","0,4272632998","0,8545265996","0,4272632998","90,87943851",1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,"0,004",0,0,0,58061,2911,2221,?,?,?,?,"0,4166666667"
"weather,symbolic",4,3,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",12,2,1,1,0,50,50,0,0,"0,4520833333","0,617697483","90,41666667","118,7861845","2,122856748","3,02277919","-0,8999224423","1,061428374","1,511389595","-0,4499612211","0,1502668489","0,07513342444","15,98097339",1,1,1,1,0,0,0,0,"0,5",1,"0,6666666667",1,"0,5","0,5","0,5","0,5","0,25","0,5","0,3333333333",1,"0,005",0,0,0,55611,2911,2221,?,?,?,?,"0,4166666667"
"weather,symbolic",4,4,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",12,2,2,0,0,100,0,0,1,"0,2764702381","0,279586182","55,29404762","53,76576189","2,122856748","0,9385343501","1,184322398","1,061428374","0,4692671751","0,5921611988","1,184322398","0,5921611988","125,953428",1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,"0,006",0,"0,01",0,63740,2911,2221,?,?,?,?,"0,5"
"weather,symbolic",4,5,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,1,0,0,100,0,0,1,"0,18","0,18",45,45,"0,7369655942","0,2863041852","0,450661409","0,7369655942","0,2863041852","0,450661409","0,450661409","0,450661409","46,41445317",1,1,0,0,0,0,0,0,1,1,1,NaN,1,0,0,0,1,1,1,0,"0,006",0,0,0,62534,2980,2152,?,?,?,?,"0,4615384615"
"weather,symbolic",4,6,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,1,0,0,100,0,0,1,"0,1085119048","0,1085119048","27,12797619","27,12797619","0,7369655942","0,1657125624","0,5712530318","0,7369655942","0,1657125624","0,5712530318","0,5712530318","0,5712530318","58,83440775",1,1,0,0,0,0,0,0,1,1,1,NaN,1,0,0,0,1,1,1,0,"0,007",0,"0,01",0,68158,2980,2152,?,?,?,?,"0,4615384615"
"weather,symbolic",4,7,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,1,0,0,100,0,0,1,"0,2415714286","0,2415714286","60,39285714","60,39285714","0,7369655942","0,3989147806","0,3380508136","0,7369655942","0,3989147806","0,3380508136","0,3380508136","0,3380508136","34,81647939",1,1,0,0,0,0,0,0,1,1,1,NaN,1,0,0,0,1,1,1,0,"0,005","0,001",0,0,60624,2980,2152,?,?,?,?,"0,3846153846"
"weather,symbolic",4,8,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,0,1,0,0,100,0,0,"0,5887912088","0,5887912088","147,1978022","147,1978022","0,7369655942","1,282056987","-0,5450913926","0,7369655942","1,282056987","-0,5450913926","-0,5577561308","-0,5577561308","-57,44433691",0,0,0,0,0,0,1,1,0,0,0,NaN,0,0,0,1,0,0,0,0,"0,006",0,0,0,61955,2980,2152,?,?,?,?,"0,2307692308"
"weather,symbolic",4,9,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,0,1,0,0,100,0,0,"0,6426666667","0,6426666667","160,6666667","160,6666667","0,7369655942","1,484657595","-0,7476920008","0,7369655942","1,484657595","-0,7476920008","-0,6840706457","-0,6840706457","-70,45370276",0,0,0,0,0,0,1,1,0,0,0,NaN,0,0,0,1,0,0,0,0,"0,005",0,0,0,58735,2980,2152,?,?,?,?,"0,3076923077"
"weather,symbolic",4,10,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,0,1,0,0,100,0,0,"0,6917619048","0,6917619048","103,7642857","103,7642857","1,584962501","1,697882919","-0,1129204182","1,584962501","1,697882919","-0,1129204182","-0,0533099727","-0,0533099727","-5,805315752",0,0,1,1,0,0,0,0,0,0,0,NaN,0,0,0,1,0,0,0,0,"0,005",0,0,0,60333,2980,2152,?,?,?,?,"0,3846153846"
"weather,symbolic",5,1,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",12,2,1,1,0,50,50,0,0,"0,4375","0,5849863484","87,5","112,4956766","2,122856748","2,594195173","-0,4713384248","1,061428374","1,297097586","-0,2356692124","0,2033418291","0,1016709146","21,62553075",1,1,1,1,0,0,0,0,"0,5",1,"0,6666666667",1,"0,5","0,5","0,5","0,5","0,25","0,5","0,3333333333",1,"0,005","0,001","0,01",0,55370,2911,2221,?,?,?,?,"0,1666666667"
"weather,symbolic",5,2,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",12,2,1,1,0,50,50,0,0,"0,4770833333","0,5607029938","95,41666667","107,8258712","2,122856748","2,421495972","-0,298639224","1,061428374","1,210747986","-0,149319612","0,08324094296","0,04162047148","8,852726364",1,1,1,1,0,0,0,0,"0,5",1,"0,6666666667",1,"0,5","0,5","0,5","0,5","0,25","0,5","0,3333333333",1,"0,005",0,0,0,61274,2911,2221,?,?,?,?,"0,3333333333"
"weather,symbolic",5,3,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",12,2,2,0,0,100,0,0,1,"0,3301904762","0,3305224237","66,03809524","63,56104512","2,122856748","1,157059851","0,9657968965","1,061428374","0,5785299256","0,4828984483","0,9657968965","0,4828984483","102,7131042",1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,"0,005",0,0,0,59178,2911,2221,?,?,?,?,"0,4166666667"
"weather,symbolic",5,4,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",12,2,1,1,0,50,50,0,0,"0,3758333333","0,4010038099","75,16666667","77,11495326","2,122856748","1,434283254","0,6885734934","1,061428374","0,7171416272","0,3442867467","0,5671338473","0,2835669237","60,31503949",0,0,0,0,1,1,1,1,0,0,0,1,"0,5","0,5","0,5","0,5","0,25","0,5","0,3333333333",1,"0,005",0,"0,01",0,60820,2911,2221,?,?,?,?,"0,5"
"weather,symbolic",5,5,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,1,0,0,100,0,0,1,"0,3952051282","0,3952051282","98,80128205","98,80128205","0,7369655942","0,7254821882","0,01148340592","0,7369655942","0,7254821882","0,01148340592","0,01148340592","0,01148340592","1,182697244",1,1,0,0,0,0,0,0,1,1,1,NaN,1,0,0,0,1,1,1,0,"0,004",0,0,0,62559,2980,2152,?,?,?,?,"0,3846153846"
"weather,symbolic",5,6,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,1,0,0,100,0,0,1,"0,2575714286","0,2575714286","64,39285714","64,39285714","0,7369655942","0,4296758631","0,3072897311","0,7369655942","0,4296758631","0,3072897311","0,3072897311","0,3072897311","31,64833853",1,1,0,0,0,0,0,0,1,1,1,NaN,1,0,0,0,1,1,1,0,"0,006",0,0,0,62988,2980,2152,?,?,?,?,"0,4615384615"
"weather,symbolic",5,7,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,0,1,0,0,100,0,0,"0,7111666667","0,7111666667","177,7916667","177,7916667","0,7369655942","1,791690846","-1,054725252","0,7369655942","1,791690846","-1,054725252","-0,8301877047","-0,8301877047","-85,50256928",0,0,0,0,0,0,1,1,0,0,0,NaN,0,0,0,1,0,0,0,0,"0,004",0,"0,01",0,60333,2980,2152,?,?,?,?,"0,2307692308"
"weather,symbolic",5,8,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,1,0,0,100,0,0,1,"0,3877460317","0,3877460317","96,93650794","96,93650794","0,7369655942","0,7077978754","0,02916771876","0,7369655942","0,7077978754","0,02916771876","0,02916771876","0,02916771876","3,004037376",1,1,0,0,0,0,0,0,1,1,1,NaN,1,0,0,0,1,1,1,0,"0,007",0,0,0,64243,2980,2152,?,?,?,?,"0,5384615385"
"weather,symbolic",5,9,"weka,classifiers,trees,RandomForest",-I 100 -K 0 -S 1',-2260823972777004705,"2,02E+07",13,1,1,0,0,100,0,0,1,"0,18","0,18",45,45,"0,7369655942","0,2863041852","0,450661409","0,7369655942","0,2863041852","0,450661409","0,450661409","0,450661409","46,41445317",1,1,0,0,0,0,0,0,1,1,1,NaN,1,0,0,0,1,1,1,0,"0,005",0,0,0,62510,2980,2152,?,?,?,?,"0,3846153846"
